Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,Vehicle_speed
358.4,825,87,1,5
358.4,815,87,1,5
396.8,759,87,1,1
371.2,725,87,1,0
345.6,671,87,1,0
332.8,669,87,1,0
332.8,675,87,1,0
371.2,719,87,1,0
396.8,760,87,1,2
371.2,767,87,1,3
371.2,778,87,1,4
358.4,796,87,1,4
384,770,87,1,1
396.8,735,87,1,0
345.6,671,87,1,0
332.8,663,87,1,0
332.8,667,87,1,0
332.8,666,87,1,0
332.8,667,87,1,0
345.6,666,87,1,0
332.8,669,87,1,0
332.8,668,87,1,0
332.8,665,87,1,0
358.4,671,87,1,0
332.8,668,87,1,0
332.8,671,87,1,0
345.6,667,87,1,0
332.8,671,87,1,0
332.8,670,87,1,0
358.4,666,87,1,0
332.8,668,87,1,0
332.8,666,87,1,0
345.6,672,87,1,0
332.8,668,87,1,0
332.8,669,87,1,0
358.4,671,87,1,0
345.6,667,87,1,0
332.8,667,87,1,0
332.8,668,87,1,0
345.6,666,87,1,0
358.4,672,87,1,0
332.8,671,87,1,0
358.4,666,87,1,0
358.4,711,87,1,0
384,751,87,1,2
384,753,87,1,2
384,727,87,1,0
332.8,670,87,1,0
332.8,672,87,1,0
384,702,87,1,1
371.2,704,87,1,0
345.6,667,87,1,0
332.8,668,87,1,0
345.6,667,87,1,0
345.6,670,87,1,0
358.4,666,87,1,0
345.6,670,87,1,0
345.6,670,87,1,0
345.6,671,87,1,0
345.6,665,87,1,0
345.6,670,87,1,0
358.4,668,87,1,0
332.8,671,87,1,0
345.6,673,87,1,0
358.4,667,87,1,0
345.6,671,87,1,0
345.6,668,87,1,0
345.6,671,87,1,0
345.6,668,87,1,0
345.6,667,87,1,0
332.8,668,87,1,0
358.4,668,87,1,0
345.6,671,87,1,0
345.6,667,87,1,0
358.4,670,87,1,0
345.6,668,87,1,0
345.6,669,87,1,0
358.4,672,87,1,0
345.6,668,87,1,0
332.8,668,87,1,0
358.4,668,87,1,0
345.6,667,87,1,0
332.8,665,87,1,0
332.8,668,87,1,0
358.4,670,87,1,0
345.6,669,87,1,0
345.6,669,87,1,0
345.6,666,87,1,0
358.4,671,87,1,0
345.6,671,87,1,0
358.4,669,87,1,0
345.6,669,87,1,0
345.6,670,87,1,0
358.4,668,87,1,0
345.6,669,87,1,0
332.8,667,87,1,0
345.6,673,87,1,0
358.4,670,87,1,0
332.8,667,87,1,0
345.6,666,87,1,0
358.4,669,87,1,0
332.8,668,87,1,0
345.6,670,87,1,0
358.4,668,87,1,0
345.6,667,87,1,0
358.4,688,87,1,0
768,1175,87,1,2
512,1180,87,1,6
332.8,968,87,1,6
345.6,867,87,1,5
332.8,855,87,1,5
345.6,849,87,1,5
345.6,871,87,1,5
857.6,1416,87,1,7
486.4,1096,87,1,5
409.6,803,87,1,0
332.8,707,87,1,0
320,676,87,1,0
320,670,86,1,0
332.8,667,86,1,0
320,667,86,1,0
332.8,667,86,1,0
332.8,668,86,1,0
345.6,666,86,1,0
332.8,666,86,1,0
332.8,666,86,1,0
332.8,667,86,1,0
345.6,669,86,1,0
332.8,667,86,1,0
332.8,664,86,1,0
345.6,665,86,1,0
358.4,680,87,1,0
358.4,685,87,1,0
371.2,728,87,1,2
550.4,961,87,1,4
448,990,87,1,5
358.4,875,87,1,6
499.2,1117,87,1,6
422.4,1024,87,1,7
691.2,1398,87,1,8
563.2,1457,87,1,9
640,1623,87,1,10
307.2,1164,87,1,9
332.8,892,86,1,8
320,844,86,1,7
332.8,815,86,1,6
345.6,792,86,1,5
396.8,770,85,1,2
371.2,735,85,1,0
345.6,702,85,1,0
358.4,741,85,1,2
371.2,748,85,1,0
345.6,696,85,1,0
332.8,665,85,1,0
320,667,85,1,0
320,667,85,1,0
332.8,665,85,1,0
332.8,664,85,1,0
332.8,666,85,1,0
332.8,666,85,1,0
332.8,665,86,1,0
332.8,664,86,1,0
345.6,670,86,1,0
371.2,735,86,1,0
755.2,1254,86,1,4
678.4,1340,86,1,7
921.6,1651,86,1,10
691.2,1646,86,1,12
550.4,1267,86,2,13
601.6,1341,86,2,13
1139.2,1670,86,2,15
614.4,1647,86,2,17
550.4,1658,86,2,17
627.2,1678,86,2,17
601.6,1671,86,2,18
384,1190,85,3,16
460.8,985,85,3,12
448,908,85,3,10
435.2,872,85,3,9
409.6,843,84,3,6
358.4,795,84,1,4
371.2,781,84,1,2
358.4,738,84,1,0
320,674,84,1,0
320,667,84,1,0
320,668,84,1,0
320,666,84,1,0
332.8,666,84,1,0
320,662,85,1,0
332.8,665,85,1,0
320,664,85,1,0
332.8,666,85,1,0
332.8,664,85,1,0
345.6,663,86,1,0
332.8,666,86,1,0
332.8,665,86,1,0
332.8,665,86,1,0
345.6,666,86,1,0
345.6,664,86,1,0
332.8,666,87,1,0
332.8,665,87,1,0
345.6,671,87,1,0
345.6,665,87,1,0
358.4,664,87,1,0
345.6,670,87,1,0
345.6,669,87,1,0
358.4,671,87,1,0
345.6,665,87,1,0
345.6,666,87,1,0
345.6,673,87,1,0
358.4,666,87,1,0
345.6,665,87,1,0
345.6,672,87,1,0
358.4,666,87,1,0
345.6,673,87,1,0
345.6,665,87,1,0
358.4,668,87,1,0
358.4,667,87,1,0
332.8,670,87,1,0
358.4,670,87,1,0
358.4,665,87,1,0
345.6,671,87,1,0
345.6,672,87,1,0
358.4,666,87,1,0
345.6,669,87,1,0
358.4,710,87,1,0
576,980,87,1,2
512,1050,87,1,5
371.2,972,87,1,6
345.6,832,87,1,5
371.2,823,87,1,5
358.4,824,87,1,5
358.4,799,87,1,5
396.8,763,87,1,2
422.4,744,87,1,0
358.4,675,87,1,0
345.6,667,87,1,0
345.6,665,87,1,0
371.2,671,87,1,0
345.6,665,87,1,0
345.6,666,87,1,0
345.6,669,87,1,0
358.4,670,87,1,0
345.6,667,87,1,0
345.6,671,87,1,0
358.4,672,87,1,0
358.4,717,87,1,0
486.4,869,87,1,2
716.8,1253,87,1,5
704,1376,87,1,8
1228.8,1926,87,1,11
1497.6,2062,87,2,15
947.2,1834,87,2,18
1024,1673,87,3,20
704,1486,87,3,21
819.2,1586,86,3,22
896,1662,86,3,24
537.6,1549,86,3,24
422.4,1372,85,3,21
396.8,1157,85,3,17
435.2,993,85,3,13
448,894,84,3,6
409.6,817,84,1,2
384,774,84,1,2
371.2,761,84,1,0
332.8,685,84,1,0
320,670,84,1,0
345.6,668,84,1,0
320,668,84,1,0
320,668,84,1,0
332.8,665,84,1,0
345.6,667,84,1,0
332.8,664,85,1,0
332.8,666,85,1,0
345.6,668,85,1,0
332.8,664,85,1,0
358.4,665,85,1,0
345.6,668,86,1,0
345.6,665,86,1,0
345.6,666,86,1,0
358.4,667,86,1,0
345.6,669,86,1,0
345.6,664,87,1,0
358.4,666,87,1,0
371.2,670,87,1,0
358.4,667,87,1,0
358.4,667,87,1,0
358.4,668,87,1,0
371.2,671,87,1,0
345.6,668,87,1,0
358.4,666,87,1,0
371.2,667,87,1,0
358.4,669,87,1,0
345.6,671,87,1,0
371.2,670,87,1,0
345.6,666,87,1,0
345.6,669,87,1,0
371.2,687,87,1,0
665.6,1056,87,1,2
601.6,1145,87,1,5
409.6,1013,88,1,6
345.6,870,87,1,6
371.2,850,87,1,6
358.4,844,87,1,6
384,845,87,1,6
652.8,1205,87,1,7
486.4,1315,87,1,8
486.4,1344,87,1,8
320,884,87,1,5
409.6,812,87,1,2
384,754,87,1,0
320,681,87,1,0
332.8,673,87,1,0
320,669,86,1,0
332.8,672,86,1,0
320,668,86,1,0
332.8,666,86,1,0
320,665,86,1,0
332.8,665,86,1,0
345.6,666,86,1,0
332.8,666,86,1,0
332.8,665,86,1,0
332.8,664,86,1,0
345.6,665,86,1,0
345.6,663,86,1,0
358.4,664,86,1,0
345.6,668,86,1,0
345.6,666,87,1,0
358.4,698,87,1,0
384,730,87,1,1
396.8,742,87,1,0
358.4,678,87,1,0
358.4,667,87,1,0
371.2,672,87,1,0
345.6,668,87,1,0
345.6,666,87,1,0
371.2,671,87,1,0
345.6,671,87,1,0
345.6,669,87,1,0
358.4,667,87,1,0
345.6,671,87,1,0
345.6,671,87,1,0
358.4,669,87,1,0
345.6,669,87,1,0
345.6,671,87,1,0
345.6,666,87,1,0
371.2,669,87,1,0
345.6,668,87,1,0
345.6,671,87,1,0
358.4,666,87,1,0
345.6,669,87,1,0
345.6,668,87,1,0
358.4,669,87,1,0
358.4,667,87,1,0
345.6,670,87,1,0
345.6,669,87,1,0
371.2,665,87,1,0
371.2,694,87,1,0
384,742,87,1,1
396.8,772,87,1,3
460.8,874,87,1,4
435.2,952,87,1,5
332.8,840,87,1,5
358.4,801,87,1,5
396.8,751,87,1,2
422.4,746,87,1,0
358.4,673,87,1,0
358.4,668,87,1,0
345.6,673,87,1,0
345.6,667,87,1,0
358.4,671,87,1,0
345.6,668,87,1,0
345.6,671,87,1,0
358.4,665,87,1,0
345.6,668,87,1,0
358.4,695,87,1,0
409.6,755,87,1,1
576,1067,87,1,4
345.6,871,87,1,5
345.6,831,87,1,5
358.4,802,87,1,5
409.6,761,87,1,1
409.6,731,87,1,0
345.6,668,87,1,0
371.2,673,87,1,0
358.4,699,87,1,0
435.2,794,87,1,2
729.6,1242,87,1,5
1446.4,1811,87,1,10
2214.4,2401,87,1,15
1369.6,2098,87,2,20
550.4,1630,87,3,20
448,1233,87,3,18
435.2,1091,87,3,16
460.8,973,86,3,13
448,901,86,3,10
435.2,860,86,3,9
422.4,854,85,3,10
396.8,856,85,3,10
422.4,940,85,3,11
384,827,85,3,11
409.6,824,85,3,9
409.6,829,85,3,7
345.6,808,85,1,6
345.6,787,85,1,5
358.4,770,85,1,4
384,772,85,1,4
358.4,786,85,1,4
460.8,938,85,1,5
524.8,1177,85,1,6
473.6,1221,85,1,8
307.2,896,86,1,7
332.8,834,86,1,7
499.2,1049,86,1,7
1472,1868,86,1,10
2240,2611,86,1,16
1036.8,2177,86,2,19
358.4,1350,86,3,20
448,1252,86,3,19
409.6,1155,85,3,18
409.6,1094,85,3,17
972.8,1433,85,3,17
2150.4,1942,85,3,21
1984,1796,85,3,25
870.4,1800,84,3,27
473.6,1557,84,3,25
422.4,1364,84,3,21
409.6,1169,84,3,18
409.6,1029,84,3,15
384,963,84,3,14
409.6,888,84,3,10
435.2,853,84,3,7
332.8,810,84,1,6
345.6,797,84,1,5
345.6,769,84,1,4
435.2,777,84,1,0
358.4,697,84,1,0
345.6,693,85,1,0
563.2,1019,85,1,2
627.2,1195,85,1,6
550.4,1195,85,1,7
1126.4,1757,85,1,10
473.6,1403,85,1,12
358.4,1108,86,2,12
332.8,1035,86,2,11
550.4,1228,86,2,12
793.6,1441,86,2,13
998.4,1650,86,2,15
473.6,1532,86,2,16
345.6,1347,86,2,16
307.2,1140,85,2,13
371.2,900,85,2,8
396.8,832,85,1,5
384,795,85,1,4
358.4,800,85,1,4
358.4,816,85,1,5
345.6,783,85,1,4
409.6,773,85,1,0
358.4,708,85,1,0
320,667,85,1,0
332.8,668,85,1,0
332.8,666,85,1,0
332.8,665,85,1,0
332.8,666,85,1,0
332.8,668,85,1,0
345.6,665,85,1,0
345.6,666,85,1,0
358.4,704,85,1,1
396.8,747,86,1,2
371.2,728,86,1,0
345.6,671,86,1,0
345.6,666,86,1,0
345.6,666,86,1,0
371.2,667,86,1,0
358.4,667,86,1,0
345.6,667,86,1,0
358.4,667,87,1,0
371.2,667,87,1,0
358.4,665,87,1,0
358.4,672,87,1,0
358.4,665,87,1,0
371.2,670,87,1,0
358.4,671,87,1,0
358.4,669,87,1,0
371.2,679,87,1,0
384,727,87,1,0
550.4,950,87,1,3
780.8,1318,87,1,6
384,1057,87,1,7
448,1025,87,1,8
934.4,1682,87,1,10
384,1387,87,1,11
384,1045,87,2,11
320,991,87,2,10
1369.6,1643,87,2,12
1011.2,1717,86,2,16
652.8,1685,86,2,17
371.2,1309,86,2,17
435.2,1017,86,3,14
460.8,918,85,3,9
422.4,879,85,3,7
332.8,832,85,1,6
345.6,789,85,1,4
396.8,804,85,1,4
819.2,1312,85,1,6
486.4,1384,85,1,8
268.8,1021,85,1,9
320,868,85,1,7
345.6,845,85,1,6
716.8,1292,85,1,7
1164.8,1833,85,1,11
1088,1867,85,2,13
844.8,1639,85,2,16
358.4,1387,85,2,16
294.4,1199,85,2,15
448,1361,85,2,15
294.4,1200,85,2,14
294.4,1023,85,2,13
448,1180,85,2,13
512,1312,85,2,13
294.4,1093,85,2,13
512,1302,85,2,13
281.6,1082,85,2,13
755.2,1433,85,2,13
960,1634,85,2,15
819.2,1720,85,2,17
1446.4,2078,85,2,20
550.4,1723,85,2,21
576,1427,85,3,21
473.6,1295,85,3,19
435.2,1147,84,3,17
409.6,1082,84,3,16
384,1020,84,3,16
345.6,986,84,3,15
332.8,963,84,3,15
332.8,960,84,3,15
448,1073,84,3,15
320,974,84,3,15
307.2,933,84,3,15
320,924,84,3,14
332.8,920,84,3,14
332.8,903,84,3,14
332.8,877,84,3,12
307.2,844,84,3,12
358.4,921,84,3,12
537.6,1188,85,3,13
281.6,942,85,3,13
256,905,85,3,14
307.2,989,85,3,14
268.8,993,85,3,15
243.2,950,85,3,16
256,955,85,3,16
256,964,85,3,16
268.8,937,85,3,14
294.4,926,85,3,14
256,945,85,3,15
268.8,956,85,3,15
268.8,944,86,3,15
268.8,924,86,3,14
281.6,905,85,3,14
268.8,897,85,3,13
320,858,85,3,11
345.6,838,85,3,8
307.2,845,86,3,7
243.2,811,86,1,6
230.4,783,86,1,5
281.6,762,86,1,3
320,772,86,1,1
294.4,757,86,1,3
294.4,766,86,1,4
256,763,86,1,4
243.2,773,86,1,4
243.2,766,86,1,4
294.4,760,86,1,3
307.2,755,86,1,0
243.2,656,86,1,0
243.2,624,86,1,0
243.2,625,86,1,0
230.4,627,86,1,0
243.2,627,86,1,0
230.4,630,86,1,0
307.2,724,86,1,3
307.2,770,86,1,3
294.4,778,86,1,4
281.6,784,86,1,5
230.4,776,87,1,6
243.2,794,87,1,7
243.2,816,87,1,8
243.2,815,87,1,9
243.2,813,87,1,8
256,794,87,1,5
243.2,785,87,1,6
243.2,790,87,1,6
243.2,799,87,1,7
243.2,806,87,1,8
243.2,811,87,1,7
268.8,768,87,1,4
345.6,767,87,1,2
320,763,87,1,3
281.6,763,87,1,3
307.2,760,87,1,0
268.8,693,87,1,0
230.4,628,87,1,0
230.4,624,87,1,0
230.4,625,87,1,0
217.6,620,87,1,0
243.2,623,88,1,0
243.2,627,88,1,0
243.2,626,88,1,0
230.4,627,88,1,0
230.4,626,89,1,0
243.2,629,89,1,0
230.4,630,89,1,0
230.4,628,89,1,0
243.2,628,89,1,0
230.4,627,89,1,0
230.4,627,89,1,0
243.2,630,89,1,0
243.2,629,89,1,0
230.4,632,89,1,0
230.4,628,90,1,0
243.2,628,90,1,0
230.4,628,90,1,0
230.4,629,90,1,0
230.4,628,90,1,0
230.4,626,90,1,0
230.4,632,90,1,0
230.4,628,90,1,0
230.4,629,90,1,0
230.4,631,90,1,1
281.6,736,90,1,2
294.4,736,90,1,0
243.2,646,90,1,0
230.4,630,90,1,0
230.4,626,90,1,0
243.2,628,90,1,0
230.4,628,90,1,0
230.4,634,91,1,2
281.6,766,91,1,4
268.8,833,91,1,6
281.6,1029,91,1,7
204.8,838,91,1,9
230.4,827,91,1,10
230.4,858,91,2,11
332.8,1166,91,2,13
345.6,1363,92,2,14
371.2,1519,92,2,16
345.6,1624,92,2,17
358.4,1581,92,2,18
281.6,1178,92,3,18
294.4,1061,92,3,16
320,967,92,3,14
281.6,936,92,3,14
294.4,895,92,3,13
307.2,863,92,3,12
294.4,857,93,3,12
281.6,878,93,3,13
256,889,93,3,13
268.8,889,93,3,13
268.8,868,93,3,12
320,843,93,3,10
332.8,832,93,3,9
320,825,93,3,9
332.8,819,93,3,8
307.2,838,93,3,7
243.2,819,93,1,8
230.4,825,93,1,8
409.6,1145,93,1,9
768,1772,93,1,11
537.6,1588,93,1,13
755.2,1545,93,2,14
1625.6,1902,93,2,18
1049.6,2050,93,2,22
870.4,1652,93,3,23
473.6,1584,93,3,24
371.2,1516,93,3,24
921.6,1019,30,0,0
832,1597,30,0,0
435.2,1511,30,0,0
332.8,1315,30,0,0
332.8,1178,30,0,0
332.8,1156,30,0,0
294.4,1085,30,0,0
345.6,1052,30,0,0
384,1094,30,0,0
409.6,1086,30,0,0
435.2,1095,30,0,0
435.2,1088,30,0,0
422.4,1077,30,0,0
409.6,1076,30,0,0
422.4,1072,30,0,0
460.8,1105,30,0,0
460.8,1101,30,0,0
460.8,1067,31,0,0
473.6,1061,31,0,0
486.4,1055,31,0,0
524.8,1051,31,0,0
524.8,1066,31,0,0
614.4,1049,32,0,0
588.8,1061,32,0,0
614.4,1073,32,14,0
640,980,32,14,0
716.8,921,33,14,0
716.8,899,33,14,0
691.2,900,33,14,0
678.4,903,33,14,0
665.6,892,33,14,2
691.2,883,33,14,2
665.6,888,33,14,2
691.2,905,33,14,3
704,954,33,14,3
665.6,882,34,14,0
652.8,882,34,14,0
678.4,883,34,14,0
652.8,884,35,14,0
652.8,877,35,14,0
665.6,880,35,14,0
652.8,878,35,14,0
640,869,36,14,0
652.8,863,36,14,0
665.6,884,36,14,0
640,892,36,14,2
652.8,893,36,14,3
627.2,875,36,14,3
627.2,867,36,14,3
601.6,852,37,1,0
652.8,875,37,1,0
1049.6,1292,37,1,2
908.8,1303,38,1,5
857.6,1365,38,1,6
1088,1601,38,1,8
1305.6,1864,38,1,10
1164.8,1667,39,2,12
960,1485,39,2,13
857.6,1458,39,2,14
729.6,1369,39,2,14
588.8,1311,39,2,13
409.6,1185,39,2,12
307.2,1040,40,2,11
332.8,934,40,2,10
307.2,890,41,2,8
358.4,825,41,2,7
563.2,1136,42,2,6
396.8,1093,42,1,6
345.6,871,42,1,6
409.6,915,42,1,5
1254.4,1691,42,1,8
1830.4,2246,42,1,12
2086.4,2216,43,2,17
1318.4,2104,43,2,20
563.2,1496,43,3,21
435.2,1323,44,3,21
358.4,1193,44,3,19
332.8,1111,44,3,18
396.8,1145,45,3,17
678.4,1339,45,3,17
985.6,1546,45,3,18
1254.4,1648,45,3,20
1356.8,1668,45,3,23
1075.2,1671,45,3,25
409.6,1472,45,3,24
358.4,1315,45,3,22
384,1134,46,3,18
1100.8,1466,46,3,16
2188.8,2028,46,3,17
2726.4,2165,47,3,20
2227.2,1775,47,3,23
3404.8,2670,47,2,25
1804.8,2573,48,2,27
998.4,1824,48,3,26
2278.4,2170,48,3,26
3238.4,2426,48,3,29
3059.2,2445,48,3,32
2585.6,2455,49,3,34
640,2032,49,3,34
1548.8,2220,50,3,33
1664,2328,50,3,34
345.6,1745,51,3,32
486.4,1781,51,3,30
1510.4,2100,51,3,28
2227.2,2247,51,3,29
1548.8,2091,52,3,30
921.6,1883,52,3,28
1843.2,2062,53,3,27
512,1630,53,3,25
448,1410,54,3,22
1766.4,1876,54,3,20
2316.8,2115,54,3,21
2342.4,2141,54,3,23
1100.8,1713,54,3,23
435.2,1334,54,3,20
460.8,1181,55,3,16
806.4,1369,55,3,14
384,960,55,3,12
409.6,883,56,3,9
1088,1414,56,1,7
2572.8,2275,57,1,12
3417.6,2897,57,1,17
2918.4,2460,57,2,21
3366.4,2657,57,2,24
1100.8,1978,57,3,25
435.2,1391,57,3,21
435.2,1073,57,3,13
486.4,945,58,3,8
1152,1591,58,1,7
1113.6,1736,58,1,9
1024,1851,59,1,11
396.8,1165,59,2,10
294.4,913,60,2,9
345.6,898,60,2,8
768,1350,60,2,9
742.4,1484,60,2,12
371.2,1337,60,2,14
332.8,1329,60,2,15
499.2,1647,60,2,17
1177.6,1873,61,2,20
1075.2,1746,61,3,24
435.2,1620,61,3,26
448,1627,61,3,27
422.4,1548,62,3,26
371.2,1415,62,3,24
332.8,1254,62,3,20
345.6,1084,63,3,16
371.2,968,63,3,14
320,927,63,3,14
332.8,902,63,3,13
320,892,63,3,13
345.6,871,63,3,12
358.4,841,63,3,10
371.2,821,63,3,8
358.4,806,63,3,5
371.2,774,64,1,2
358.4,760,64,1,0
358.4,750,64,1,0
358.4,753,64,1,0
371.2,754,64,1,0
345.6,751,64,1,0
345.6,742,64,1,0
358.4,753,65,1,0
358.4,755,65,1,0
345.6,750,65,1,0
345.6,753,65,1,0
358.4,750,65,1,0
358.4,747,65,1,0
422.4,762,65,1,0
435.2,760,65,1,0
460.8,742,66,1,0
473.6,737,66,1,0
448,733,66,1,0
473.6,734,66,1,0
460.8,743,66,1,0
512,743,66,1,0
499.2,744,66,1,0
486.4,747,66,1,0
486.4,748,66,1,0
499.2,750,66,1,0
486.4,746,66,1,0
512,750,67,1,0
512,741,67,1,0
512,748,67,1,0
486.4,747,67,1,0
524.8,753,67,1,0
499.2,753,67,1,0
499.2,752,67,1,0
499.2,748,67,1,0
499.2,750,67,1,0
499.2,755,67,1,0
499.2,788,68,1,3
460.8,798,68,1,6
435.2,821,68,1,10
422.4,828,68,1,12
409.6,884,68,2,13
384,923,69,2,14
384,910,69,2,13
371.2,875,69,2,13
396.8,849,69,2,12
384,829,69,2,12
396.8,876,69,2,13
512,1263,69,2,15
345.6,1091,69,2,16
627.2,1471,69,2,17
857.6,1508,69,3,18
2086.4,1930,69,3,21
2521.6,2101,69,3,25
3008,2312,70,3,29
3174.4,2454,70,3,33
3315.2,2585,70,3,37
2880,2332,70,4,39
2457.6,2124,71,4,42
2048,2125,71,4,44
601.6,1513,71,5,44
691.2,1470,72,5,43
691.2,1398,72,5,40
512,1275,72,5,38
345.6,926,72,5,35
384,852,73,5,34
486.4,1179,73,4,32
806.4,1601,74,4,31
1241.6,1742,74,4,31
1164.8,1673,74,4,32
1292.8,1601,75,4,33
652.8,1615,75,4,34
422.4,1570,75,4,35
140.8,1635,75,4,35
0,1633,75,4,34
0,1521,75,4,31
89.6,1170,75,4,27
422.4,859,75,4,23
524.8,1077,75,3,22
550.4,1290,75,3,23
512,1298,75,3,23
512,1308,75,3,24
499.2,1329,75,3,25
486.4,1312,75,3,24
652.8,1436,75,3,23
1241.6,1716,75,3,24
1369.6,1675,75,3,25
678.4,1607,75,3,26
460.8,1397,75,3,23
460.8,1197,75,3,20
460.8,1081,75,3,18
601.6,1196,75,3,18
1113.6,1535,75,3,19
1459.2,1604,75,3,21
640,1423,75,3,21
435.2,1166,76,3,19
460.8,1059,76,3,17
512,1096,76,3,16
806.4,1333,76,3,17
1088,1520,76,3,18
844.8,1449,76,3,20
486.4,1210,76,3,19
460.8,1066,76,3,17
460.8,989,76,3,15
691.2,1154,76,3,15
1689.6,1750,76,3,17
2214.4,1938,76,3,21
1984,1733,77,3,25
742.4,1671,77,3,26
550.4,1516,77,3,25
524.8,1409,77,3,23
473.6,1298,77,3,22
460.8,1215,77,3,21
460.8,1147,77,3,19
473.6,1111,78,3,18
716.8,1322,78,3,18
473.6,1160,78,3,18
524.8,1197,78,3,18
1075.2,1490,78,3,19
1676.8,1593,78,3,21
1817.6,1674,78,3,25
934.4,1707,78,3,26
512,1512,78,3,25
486.4,1358,78,3,23
1190.4,1673,78,3,23
1958.4,1937,78,3,26
2227.2,1993,78,3,29
2675.2,2333,79,3,33
3392,2676,79,3,37
3699.2,2935,79,3,42
2368,2677,79,4,45
2304,2428,80,4,46
1446.4,1871,80,5,48
230.4,1608,80,5,46
0,1535,81,5,45
396.8,1521,81,5,43
1344,1534,81,5,44
448,1451,81,5,43
12.8,1268,81,5,38
371.2,863,81,5,33
409.6,950,82,4,30
358.4,927,82,4,28
358.4,872,82,4,25
371.2,836,82,4,23
384,894,82,3,21
716.8,1321,82,3,20
780.8,1446,82,3,21
448,1215,82,3,20
435.2,1097,82,3,19
601.6,1201,83,3,18
1587.2,1688,83,3,20
1830.4,1686,83,3,22
1932.8,1769,83,3,25
1920,1897,83,3,29
1139.2,1904,83,3,30
870.4,1605,83,4,30
1062.4,1692,84,4,31
1075.2,1626,84,4,32
883.2,1554,84,4,32
678.4,1538,84,4,32
435.2,1475,84,4,31
64,1310,84,4,28
307.2,858,84,4,24
384,883,85,3,18
473.6,964,85,3,14
729.6,1143,85,3,13
2060.8,1997,85,3,16
2867.2,2384,85,2,21
3558.4,2823,85,2,27
1907.2,2494,85,3,31
1075.2,1868,85,4,31
2688,2283,85,4,34
3008,2376,86,4,38
1881.6,2129,86,4,41
614.4,1725,86,5,41
1408,1797,86,5,41
1651.2,1659,86,5,42
1292.8,1572,86,5,43
729.6,1565,86,5,43
1241.6,1769,86,5,44
1318.4,1783,86,5,44
998.4,1575,86,5,44
1280,1814,86,5,44
883.2,1696,86,5,45
307.2,1291,86,5,44
2009.6,2099,86,4,44
5350.4,4157,86,2,47
6937.6,5096,86,2,52
7769.6,5692,85,2,59
4672,5470,85,2,62
1024,3595,84,3,63
1561.6,2990,84,4,62
524.8,1877,82,5,62
537.6,1531,81,6,60
550.4,1551,81,6,58
1740.8,1994,80,6,58
2252.8,2303,79,5,58
3468.8,2739,79,5,60
4684.8,3293,79,4,63
2380.8,3001,79,4,64
1139.2,2279,79,5,64
1766.4,2028,79,6,64
2099.2,2142,80,6,65
2611.2,2283,80,6,66
1676.8,2035,80,6,66
908.8,1872,81,6,66
1011.2,1851,81,6,66
294.4,1274,81,6,64
281.6,1153,82,6,61
268.8,1014,82,6,57
435.2,1410,83,5,55
371.2,1524,84,5,54
1638.4,2067,84,5,54
2444.8,2079,84,5,55
2342.4,1963,84,5,56
2291.2,1998,85,5,58
2393.6,2047,85,5,59
2393.6,2094,85,5,61
1984,2118,86,5,61
435.2,1600,86,6,60
435.2,1426,86,6,57
332.8,1095,87,5,54
281.6,1048,87,5,51
268.8,1000,87,5,48
268.8,946,87,5,45
486.4,1155,87,5,43
1638.4,1879,87,5,44
1548.8,1653,87,5,45
1689.6,1630,87,5,47
1292.8,1655,87,5,48
1433.6,1690,87,5,49
1753.6,1733,87,5,50
1497.6,1774,87,5,51
371.2,1708,87,5,51
0,1687,87,5,49
0,1620,86,5,47
294.4,1587,86,5,46
832,1579,85,5,46
537.6,1510,85,5,45
204.8,1425,85,5,43
0,1372,84,5,40
166.4,1369,84,5,36
320,1534,84,4,32
332.8,1416,84,4,30
281.6,1312,84,4,28
294.4,944,84,4,25
358.4,812,83,4,19
460.8,856,83,3,11
486.4,788,83,1,5
422.4,760,83,1,2
422.4,772,83,1,2
435.2,794,83,1,3
422.4,777,83,1,3
435.2,760,83,1,1
396.8,718,83,1,0
358.4,666,83,1,0
371.2,669,83,1,0
358.4,668,84,1,0
281.6,663,84,1,0
294.4,665,84,1,0
294.4,667,84,1,0
307.2,668,84,1,0
320,687,84,1,0
371.2,711,84,1,0
384,689,84,1,0
358.4,671,85,1,0
345.6,661,85,1,0
371.2,662,85,1,0
358.4,656,85,1,0
358.4,660,85,1,0
332.8,659,85,1,0
371.2,684,85,1,0
640,1073,86,1,2
524.8,1005,86,1,4
806.4,1354,86,1,6
1075.2,1669,86,1,9
1792,2133,86,1,13
2086.4,2086,86,2,18
2432,2310,86,2,22
1804.8,2282,86,2,26
614.4,1740,86,3,27
460.8,1579,86,3,26
422.4,1431,87,3,24
396.8,1274,86,3,22
371.2,1180,86,3,20
524.8,1322,86,3,19
1024,1599,86,3,20
742.4,1520,86,3,21
396.8,1281,85,3,21
358.4,1155,85,3,20
384,1089,85,3,18
396.8,992,85,3,14
448,880,85,3,11
422.4,829,85,3,9
409.6,803,85,3,8
396.8,813,85,3,7
371.2,790,85,1,6
358.4,794,85,1,5
371.2,805,85,1,4
396.8,814,85,1,4
422.4,824,85,1,4
396.8,821,85,1,4
384,776,85,1,4
396.8,767,85,1,3
409.6,768,85,1,3
422.4,764,85,1,0
371.2,700,85,1,0
345.6,666,85,1,0
358.4,671,85,1,0
